input,output
"Given the following context:

The game was now ""over"":
White would be forced to concede the h1 corner and I had b1, b7, and b8 as free moves
whenever I wanted them!

answer the following question:

Who had free moves?",I
"Though ""provable"" decisive moves are a ob
limited to the endgame, moves that appear to
be decisive (1.e. that seem to be a pivotal
turning point in the game) can occur much
earlier, even in the opening phase.

With reference to the above context, What can appear to be a pivotal turning point in the game?",moves that appear to be decisive
"For exam-
ple, Diagram 89 is taken from a game I
played in the 1982 U.S. Nationals.

Q: When was the game Diagram 89 taken from?

Referring to the passage above, the correct answer to the given question is",1982
"Extract the answer to the question from the following context.
Question: What is being discussed?
Context: I went to
cl at move 18 which set up an edge trap of
the sort described in Diagram 82 (i.e. Black
has no access to e1).",move 18
"In this case, Black has
even worse problems: if he chooses to go to
b1 (to avoid the loss of tempo), White could
continue with g2, setting up a Stoner trap
(see Point #8).

Q: What is the Stoner trap?

Referring to the passage above, the correct answer to the given question is",g2
"Black therefore went to h3,
leaving White to take el at move 20.

Q: What did Black do at move 20?

Referring to the passage above, the correct answer to the given question is",went to h3
"Extract the answer to the question from the following context.
Question: How did the game end?
Context: This
was the beginning of a deterioration that led
to Black decisively losing the game.

& hi

Tn

(ic

OO

®
oe
ee
Oe
Oe

O
OL |OIO
kt OSs

Oo a mm",Black decisively losing the game
"Given this review: ""Oh fF""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Definitely
"I have a new situation: David is a chess player. Last week he was playing chess with his friend John. David made a good move by taking John's queen. John got angry and he started shouting at David.

But I can use this background: Wo ht

Diagram og

Prioritizing of Moves.

What is an answer for this question: What will John want to do next?",retaliate
"Decisive moves are really a special case of a still more gen-
eral concept: how to ""read the position"" and prioritize the possible moves.

With reference to the above context, How are decisive moves a special case?",a still more gen-
"That is,
how to determine what aspect of any position is most critical -- what opportunity needs
to be taken immediately or what pitfall needs to be avoided at all costs.

Q: What needs to be avoided at all costs?

Referring to the passage above, the correct answer to the given question is",pitfall
"This, in turn, de-
termines which move to take.

Q: What is determined by the move?

A:",which move to take
"I know that the answer to the question ""What is the worst case scenario?"" is in ""For example, it may be that if you do not immediately
block your opponent's good move, your opponent will gain a clear advantage (or, in the
worst case, a decisive winning position)."". Can you tell me what it is?",a decisive winning position
"Clearly, you must prevent this if you can.

Q: What must you prevent if you can?

Referring to the passage above, the correct answer to the given question is",this
"Thus, White's decision in Diagram 87 to make the al move, as opposed to a7 (or any
other move), can be viewed as based on the recognition that preventing Black from
gaining control of the al-h8 main diagonal was the most critical, highest priority con-
cern at that moment.

Q: What was White's decision?

A:",to make the al move
